N;512;1024;2048;4096;8192;16384;
R; 1
Int;628.402;630.998;632.298;632.949;633.275;633.438;
T1;0.0140793;0.0650076;0.266106;1.01325;3.75978;14.3707;
R; 2
Int;628.402;630.998;632.298;632.949;633.275;633.438;
T2;0.0097798;0.0363855;0.130026;0.556218;1.9144;7.47619;
T1 / T2;1.43963;1.78663;2.04657;1.82169;1.96395;1.9222;
R; 4
Int;628.402;630.998;632.298;632.949;633.275;633.438;
T3;0.0057904;0.0194899;0.0762959;0.35592;1.05336;4.14083;
T1 / T3;2.43149;3.33545;3.48782;2.84686;3.56932;3.47049;
